,time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1946,1451626346,1.5365,0.054933333,1.5365,0.000333333,0.623033333,0.195733333,0.049233333,0.13645,0.12335,0.012183333,0.000366667,0.0004,1.67E-05,0.030733333,0.001,0.0042,0.32515,0.054933333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1947,1451626347,1.830583333,0.05995,1.830583333,0.000233333,0.619683333,0.44995,0.049183333,0.124183333,0.123416667,0.012366667,0.000383333,0.000233333,0,0.030783333,0.001016667,0.004216667,0.335083333,0.05995,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1948,1451626348,2.100633333,0.058833333,2.100633333,0.0002,0.6169,0.6769,0.04885,0.123866667,0.123633333,0.0125,0.000333333,0.000116667,1.67E-05,0.03075,0.001016667,0.0042,0.334333333,0.058833333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1949,1451626349,2.12245,0.0522,2.12245,0.000133333,0.615966667,0.692433333,0.048983333,0.1234,0.123233333,0.012533333,0.000316667,0.000133333,1.67E-05,0.03075,0.001016667,0.0042,0.33545,0.0522,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1950,1451626350,2.141566667,0.04045,2.141566667,0.00015,0.61595,0.657216667,0.0491,0.122883333,0.123166667,0.103483333,0.00035,0.00015,1.67E-05,0.030733333,0.001016667,0.004183333,0.286633333,0.04045,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1951,1451626351,1.897266667,0.030583333,1.897266667,0.00015,0.616166667,0.642716667,0.048983333,0.123216667,0.123816667,0.1198,0.00045,0.0001,3.33E-05,0.0313,0.001,0.004166667,0.00145,0.030583333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1952,1451626352,1.728133333,0.036016667,1.728133333,0.0002,0.615283333,0.571166667,0.048833333,0.122583333,0.123433333,0.03935,0.00045,8.33E-05,0,0.03135,0.001,0.004166667,0.001433333,0.036016667,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1953,1451626353,1.3078,0.030116667,1.3078,0.00025,0.573633333,0.250283333,0.049016667,0.12215,0.123133333,0.039216667,0.0005,0.00025,0,0.031266667,0.001016667,0.00415,0.001516667,0.030116667,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1954,1451626354,1.0083,0.02835,1.0083,0.000266667,0.486633333,0.063766667,0.04955,0.121883333,0.12345,0.03935,0.000483333,0.0003,1.67E-05,0.031533333,0.001033333,0.0042,0.001533333,0.02835,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1955,1451626355,1.011416667,0.026283333,1.011416667,0.000266667,0.48645,0.06545,0.049483333,0.1217,0.123533333,0.039216667,0.000533333,0.000316667,0,0.031566667,0.001016667,0.0042,0.001516667,0.026283333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1956,1451626356,0.979033333,0.03145,0.979033333,0.0003,0.486633333,0.064433333,0.049316667,0.12205,0.123383333,0.012466667,0.0005,0.000283333,1.67E-05,0.031466667,0.001016667,0.004183333,0.001516667,0.03145,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1957,1451626357,0.97295,0.036283333,0.97295,0.000266667,0.4862,0.064333333,0.049483333,0.121483333,0.123616667,0.0122,0.00055,0.000283333,1.67E-05,0.031516667,0.001033333,0.0042,0.001516667,0.036283333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1958,1451626358,0.9638,0.043833333,0.9638,0.000266667,0.486183333,0.062366667,0.049533333,0.12215,0.123433333,0.0122,0.000516667,0.0003,1.67E-05,0.03135,0.001016667,0.0042,0.001466667,0.043833333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1959,1451626359,0.999816667,0.046366667,0.999816667,0.000266667,0.4868,0.064733333,0.063166667,0.13995,0.123616667,0.012233333,0.000483333,0.000283333,1.67E-05,0.031566667,0.001,0.0042,0.00155,0.046366667,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1960,1451626360,0.96095,0.047816667,0.96095,0.000283333,0.486816667,0.063783333,0.05095,0.120616667,0.123583333,0.0122,0.000533333,0.000283333,1.67E-05,0.0315,0.001016667,0.004183333,0.001516667,0.047816667,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1961,1451626361,1.039716667,0.058716667,1.039716667,0.00025,0.486683333,0.136483333,0.050583333,0.120883333,0.123583333,0.012333333,0.000516667,0.00025,3.33E-05,0.031633333,0.001,0.0042,0.0015,0.058716667,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1962,1451626362,1.116116667,0.05725,1.116116667,0.00025,0.486133333,0.19815,0.0506,0.1205,0.123783333,0.012333333,0.0005,0.0002,0,0.031516667,0.001,0.004183333,0.001433333,0.05725,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1963,1451626363,1.6614,0.06895,1.6614,8.33E-05,0.481483333,0.658283333,0.04985,0.126833333,0.123766667,0.012633333,0.000416667,3.33E-05,1.67E-05,0.031483333,0.001,0.004166667,0.001533333,0.06895,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1964,1451626364,1.6487,0.0564,1.6487,0.0001,0.481583333,0.71175,0.050083333,0.0611,0.123583333,0.012616667,0.00055,1.67E-05,3.33E-05,0.031416667,0.001,0.004166667,0.001383333,0.0564,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1965,1451626365,1.521933333,0.080816667,1.521933333,6.67E-05,0.481933333,0.678983333,0.050016667,0.004983333,0.12355,0.01265,0.0007,5.00E-05,0,0.031483333,0.001,0.004166667,0.001483333,0.080816667,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1966,1451626366,1.523316667,0.056283333,1.523316667,0.0001,0.481883333,0.659416667,0.050033333,0.005366667,0.123583333,0.012616667,0.0007,6.67E-05,0,0.031483333,0.001033333,0.004183333,0.00155,0.056283333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1967,1451626367,1.54275,0.064166667,1.54275,6.67E-05,0.481083333,0.687516667,0.049983333,0.004983333,0.12375,0.0126,0.0007,6.67E-05,0,0.031416667,0.001033333,0.00415,0.001533333,0.064166667,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1968,1451626368,1.558866667,0.053833333,1.558866667,0.0001,0.480466667,0.576433333,0.0499,0.004916667,0.123133333,0.012533333,0.000633333,0.000116667,3.33E-05,0.03145,0.001016667,0.004166667,0.001483333,0.053833333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1969,1451626369,1.109733333,0.075733333,1.109733333,0.000183333,0.483566667,0.333066667,0.050416667,0.004816667,0.1229,0.012366667,0.000733333,0.00025,0,0.031583333,0.001033333,0.004183333,0.0015,0.075733333,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1970,1451626370,0.7798,0.08145,0.7798,0.000283333,0.486683333,0.063366667,0.050566667,0.004683333,0.1228,0.01215,0.000783333,0.000416667,1.67E-05,0.031483333,0.001,0.004183333,0.001516667,0.08145,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1971,1451626371,0.799216667,0.0651,0.799216667,0.00025,0.4855,0.065483333,0.050433333,0.00505,0.123066667,0.012183333,0.000783333,0.000416667,0,0.0315,0.001,0.0042,0.001533333,0.0651,30.79,clear-day,0.56,10,Clear,23.39,1016.09,7.97,0.05,254,0,17.07,0
1972,1451626372,0.76695,0.093783333,0.76695,0.000283333,0.485583333,0.06335,0.05055,0.0047,0.123133333,0.012166667,0.000783333,0.00045,0,0.0314,0.001016667,0.004183333,0.001483333,0.093783333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1973,1451626373,0.786516667,0.075283333,0.786516667,0.000266667,0.485233333,0.064633333,0.05045,0.004666667,0.12315,0.012166667,0.0008,0.0004,0,0.03145,0.001033333,0.004183333,0.0015,0.075283333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1974,1451626374,0.777216667,0.081483333,0.777216667,0.000283333,0.4851,0.061766667,0.050483333,0.004683333,0.123366667,0.012233333,0.0008,0.000416667,1.67E-05,0.031533333,0.001016667,0.0042,0.0015,0.081483333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1975,1451626375,0.802266667,0.060466667,0.802266667,0.000283333,0.48445,0.064816667,0.050183333,0.004683333,0.1235,0.012266667,0.000816667,0.0004,1.67E-05,0.031566667,0.001016667,0.0042,0.001416667,0.060466667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1976,1451626376,0.781583333,0.04915,0.781583333,0.00025,0.451133333,0.06485,0.050133333,0.0051,0.12345,0.012283333,0.0008,0.000366667,0,0.031533333,0.001016667,0.0042,0.001483333,0.04915,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1977,1451626377,0.763433333,0.0492,0.763433333,0.000233333,0.433433333,0.064166667,0.049733333,0.004716667,0.123383333,0.012283333,0.000766667,0.000383333,0,0.03155,0.001016667,0.0042,0.001516667,0.0492,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1978,1451626378,0.454983333,0.0546,0.454983333,0,0.045083333,0.064,0.0491,0.004983333,0.12365,0.012766667,0.000733333,0.0001,1.67E-05,0.0318,0.001016667,0.004283333,0.0014,0.0546,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1979,1451626379,0.4474,0.056533333,0.4474,0,0.02015,0.064183333,0.0491,0.004966667,0.123583333,0.01275,0.0007,0.0001,1.67E-05,0.031783333,0.001,0.004333333,0.001333333,0.056533333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1980,1451626380,0.455716667,0.058483333,0.455716667,0,0.020183333,0.0636,0.04905,0.004983333,0.123683333,0.0128,0.0007,8.33E-05,0,0.031816667,0.001016667,0.004316667,0.00135,0.058483333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1981,1451626381,0.470083333,0.057316667,0.470083333,1.67E-05,0.020166667,0.1355,0.04895,0.005483333,0.037233333,0.012833333,0.000683333,3.33E-05,3.33E-05,0.0317,0.00105,0.004333333,0.0013,0.057316667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1982,1451626382,0.583416667,0.057816667,0.583416667,1.67E-05,0.0775,0.207483333,0.048933333,0.0051,0.0097,0.0129,0.000683333,3.33E-05,3.33E-05,0.031833333,0.001,0.004333333,0.001333333,0.057816667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1983,1451626383,1.118933333,0.06175,1.118933333,0.0001,0.066716667,0.671683333,0.048833333,0.00535,0.009883333,0.0132,0.0006,0.000216667,0,0.031683333,0.001016667,0.0043,0.001266667,0.06175,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1984,1451626384,1.19725,0.061133333,1.19725,0.0001,0.10835,0.709066667,0.048416667,0.0053,0.009766667,0.01315,0.000583333,0.000233333,0,0.031733333,0.001033333,0.0043,0.0013,0.061133333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1985,1451626385,1.151683333,0.054283333,1.151683333,0.0001,0.103166667,0.666033333,0.048216667,0.005316667,0.009716667,0.013183333,0.000616667,0.0002,1.67E-05,0.0317,0.001016667,0.0043,0.001283333,0.054283333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1986,1451626386,1.011316667,0.0556,1.011316667,0.0001,0.071066667,0.579666667,0.04845,0.005683333,0.008316667,0.01315,0.0006,0.000183333,0,0.031833333,0.001016667,0.004316667,0.001366667,0.0556,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1987,1451626387,1.067916667,0.0588,1.067916667,6.67E-05,0.316633333,0.428033333,0.049,0.005016667,0.007483333,0.012716667,0.000666667,3.33E-05,0,0.031716667,0.001016667,0.004316667,0.0013,0.0588,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1988,1451626388,0.763433333,0.061683333,0.763433333,0.000233333,0.450833333,0.062916667,0.049733333,0.00475,0.007216667,0.012266667,0.000733333,0.00035,0,0.031616667,0.001033333,0.00435,0.001433333,0.061683333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1989,1451626389,0.762766667,0.059733333,0.762766667,0.00025,0.451983333,0.061916667,0.049583333,0.00475,0.007316667,0.0123,0.000766667,0.00035,0,0.03165,0.001033333,0.004333333,0.0013,0.059733333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1990,1451626390,0.767033333,0.057766667,0.767033333,0.00025,0.45275,0.0633,0.049116667,0.004733333,0.007216667,0.012266667,0.00075,0.00035,1.67E-05,0.031683333,0.001016667,0.004316667,0.001333333,0.057766667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1991,1451626391,0.779216667,0.051916667,0.779216667,0.000233333,0.456033333,0.064716667,0.049,0.00515,0.00715,0.012233333,0.000716667,0.00035,1.67E-05,0.031633333,0.001016667,0.004333333,0.0013,0.051916667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1992,1451626392,0.781466667,0.044783333,0.781466667,0.00025,0.44925,0.063416667,0.04905,0.004733333,0.007133333,0.0122,0.000716667,0.00035,0,0.031633333,0.001016667,0.004316667,0.00135,0.044783333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1993,1451626393,0.600833333,0.041316667,0.600833333,0.000116667,0.255166667,0.0644,0.048816667,0.0049,0.007383333,0.012483333,0.000683333,0.000216667,0,0.0316,0.001016667,0.004316667,0.001316667,0.041316667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1994,1451626394,0.371783333,0.036733333,0.371783333,1.67E-05,0.020066667,0.06335,0.048683333,0.005066667,0.00735,0.012783333,0.000666667,3.33E-05,1.67E-05,0.031733333,0.001,0.004316667,0.00135,0.036733333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1995,1451626395,0.372533333,0.03205,0.372533333,1.67E-05,0.020033333,0.0656,0.048566667,0.005033333,0.007316667,0.01275,0.000683333,5.00E-05,1.67E-05,0.031583333,0.001033333,0.004316667,0.001316667,0.03205,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1996,1451626396,0.371066667,0.03115,0.371066667,0,0.020166667,0.064883333,0.0488,0.005483333,0.0075,0.012816667,0.000683333,3.33E-05,0,0.03185,0.001,0.004333333,0.001333333,0.03115,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1997,1451626397,0.37565,0.03515,0.37565,0,0.020133333,0.078383333,0.048683333,0.005083333,0.007416667,0.0128,0.000683333,1.67E-05,0,0.03175,0.001033333,0.004316667,0.001383333,0.03515,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1998,1451626398,0.553483333,0.038683333,0.553483333,1.67E-05,0.054383333,0.1947,0.04855,0.005083333,0.00765,0.012783333,0.000666667,0,0,0.0316,0.001033333,0.0043,0.001333333,0.038683333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
1999,1451626399,0.8462,0.040383333,0.8462,5.00E-05,0.068366667,0.43505,0.048466667,0.005216667,0.007666667,0.012983333,0.000633333,0.000133333,0,0.031483333,0.001016667,0.004283333,0.001316667,0.040383333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2000,1451626400,1.0879,0.043766667,1.0879,0.0001,0.068883333,0.644483333,0.048283333,0.005333333,0.007666667,0.013166667,0.000616667,0.000233333,0,0.03155,0.001016667,0.004283333,0.001333333,0.043766667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2001,1451626401,1.109016667,0.044833333,1.109016667,0.0001,0.0692,0.661166667,0.048433333,0.005716667,0.007666667,0.013183333,0.0006,0.000233333,3.33E-05,0.031583333,0.001016667,0.0043,0.001316667,0.044833333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2002,1451626402,1.105016667,0.04975,1.105016667,8.33E-05,0.069416667,0.6618,0.048433333,0.005333333,0.007683333,0.013183333,0.000616667,0.000233333,3.33E-05,0.031616667,0.001016667,0.00425,0.00125,0.04975,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2003,1451626403,1.013816667,0.05315,1.013816667,0.0001,0.069383333,0.58985,0.048583333,0.005316667,0.0078,0.013183333,0.000633333,0.0002,3.33E-05,0.031616667,0.001016667,0.004283333,0.00135,0.05315,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2004,1451626404,0.913783333,0.052966667,0.913783333,5.00E-05,0.069283333,0.508566667,0.048666667,0.00525,0.0076,0.01305,0.000616667,0.00015,1.67E-05,0.031516667,0.001016667,0.004283333,0.0014,0.052966667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2005,1451626405,0.416783333,0.0563,0.416783333,0,0.068983333,0.093116667,0.048883333,0.005066667,0.007533333,0.012783333,0.0007,3.33E-05,0,0.031566667,0.001016667,0.004316667,0.001333333,0.0563,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2006,1451626406,0.40855,0.05555,0.40855,0,0.069066667,0.08875,0.048683333,0.005466667,0.007466667,0.012783333,0.0007,6.67E-05,0,0.03165,0.001,0.0043,0.001283333,0.05555,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2007,1451626407,0.387683333,0.053183333,0.387683333,0,0.053066667,0.086566667,0.048983333,0.005066667,0.007416667,0.0128,0.000683333,3.33E-05,1.67E-05,0.031683333,0.001016667,0.0043,0.001416667,0.053183333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2008,1451626408,0.347566667,0.055166667,0.347566667,0,0.020266667,0.085283333,0.048833333,0.0051,0.00745,0.01285,0.000683333,1.67E-05,1.67E-05,0.0316,0.001033333,0.0043,0.0014,0.055166667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2009,1451626409,0.349233333,0.051316667,0.349233333,1.67E-05,0.020283333,0.084233333,0.048866667,0.005116667,0.0075,0.0129,0.0007,1.67E-05,0,0.031583333,0.001033333,0.0043,0.001383333,0.051316667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2010,1451626410,0.351716667,0.0475,0.351716667,0,0.020316667,0.084266667,0.04875,0.0051,0.007333333,0.0129,0.000683333,1.67E-05,0,0.031683333,0.001033333,0.004316667,0.001383333,0.0475,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2011,1451626411,0.336466667,0.0478,0.336466667,1.67E-05,0.020266667,0.084866667,0.048783333,0.005516667,0.007633333,0.012883333,0.000716667,1.67E-05,1.67E-05,0.031633333,0.001,0.004283333,0.001366667,0.0478,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2012,1451626412,0.350133333,0.048383333,0.350133333,0,0.038833333,0.083233333,0.048833333,0.0051,0.007416667,0.01285,0.000683333,3.33E-05,1.67E-05,0.03165,0.001,0.004266667,0.001433333,0.048383333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2013,1451626413,0.368483333,0.0555,0.368483333,1.67E-05,0.068833333,0.081366667,0.04885,0.005083333,0.007716667,0.012816667,0.0007,5.00E-05,0,0.031633333,0.001,0.004266667,0.001416667,0.0555,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2014,1451626414,0.361083333,0.062866667,0.361083333,0,0.069083333,0.081566667,0.048866667,0.005083333,0.007416667,0.012866667,0.0007,3.33E-05,1.67E-05,0.031683333,0.001,0.004283333,0.001516667,0.062866667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2015,1451626415,0.41205,0.062633333,0.41205,1.67E-05,0.069283333,0.124116667,0.049333333,0.0051,0.007583333,0.0129,0.000716667,0,1.67E-05,0.031666667,0.001,0.004283333,0.001433333,0.062633333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2016,1451626416,0.525916667,0.057133333,0.525916667,0,0.069566667,0.215583333,0.048983333,0.00555,0.007483333,0.013,0.0007,0,0,0.031633333,0.001,0.004266667,0.00135,0.057133333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2017,1451626417,1.035383333,0.05405,1.035383333,0.0001,0.06995,0.6392,0.048466667,0.00535,0.00785,0.013283333,0.0006,0.00025,0,0.031616667,0.001,0.00425,0.001383333,0.05405,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2018,1451626418,1.103233333,0.0596,1.103233333,0.0001,0.070016667,0.705716667,0.048333333,0.0054,0.007866667,0.013316667,0.000633333,0.00025,0,0.031783333,0.001,0.004233333,0.00145,0.0596,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2019,1451626419,1.073716667,0.064666667,1.073716667,0.0001,0.0701,0.681166667,0.048333333,0.005366667,0.00775,0.013333333,0.0006,0.00025,1.67E-05,0.031666667,0.001016667,0.00425,0.0014,0.064666667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2020,1451626420,0.9813,0.061366667,0.9813,8.33E-05,0.07,0.605933333,0.04825,0.005333333,0.007733333,0.01325,0.000633333,0.000216667,0,0.031716667,0.001,0.00425,0.001383333,0.061366667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2021,1451626421,0.875533333,0.061416667,0.875533333,6.67E-05,0.07,0.518,0.0484,0.0053,0.007733333,0.0132,0.00065,0.000183333,0,0.03175,0.001,0.00425,0.00145,0.061416667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2022,1451626422,0.3555,0.057766667,0.3555,0,0.069666667,0.080116667,0.049216667,0.005083333,0.007383333,0.012883333,0.000716667,5.00E-05,1.67E-05,0.031733333,0.001,0.004283333,0.001466667,0.057766667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2023,1451626423,0.365333333,0.0566,0.365333333,0,0.069583333,0.078533333,0.049316667,0.005083333,0.007516667,0.01285,0.000733333,3.33E-05,1.67E-05,0.031666667,0.001016667,0.004283333,0.001416667,0.0566,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2024,1451626424,1.401816667,0.055483333,1.401816667,1.67E-05,0.069366667,0.077233333,0.048866667,0.005066667,0.0074,0.01275,0.000766667,1.67E-05,0,0.031916667,1.0557,0.004283333,0.001383333,0.055483333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2025,1451626425,1.799616667,0.055333333,1.799616667,0,0.069333333,0.0781,0.0487,0.005066667,0.007366667,0.012683333,0.000783333,5.00E-05,0,0.03185,1.458233333,0.004283333,0.001416667,0.055333333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2026,1451626426,0.3875,0.055516667,0.3875,1.67E-05,0.0697,0.078083333,0.04885,0.005066667,0.0074,0.01285,0.0007,3.33E-05,0,0.031766667,0.00105,0.0043,0.001416667,0.055516667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2027,1451626427,0.392433333,0.05065,0.392433333,0,0.069466667,0.075983333,0.049133333,0.005066667,0.00735,0.012766667,0.000683333,3.33E-05,1.67E-05,0.031533333,0.001,0.0043,0.001366667,0.05065,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2028,1451626428,0.39055,0.049916667,0.39055,1.67E-05,0.069633333,0.074683333,0.048883333,0.005066667,0.007416667,0.012816667,0.0007,5.00E-05,3.33E-05,0.031583333,0.001016667,0.004316667,0.001366667,0.049916667,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2029,1451626429,0.38705,0.047983333,0.38705,0,0.069666667,0.07505,0.04895,0.005066667,0.0076,0.012833333,0.000716667,3.33E-05,0,0.03175,0.001,0.0043,0.00145,0.047983333,32.13,clear-day,0.53,10,Clear,24.22,1016.35,9.37,0.1,258,0,17.08,0
2030,1451626430,0.37265,0.0502,0.37265,0,0.069416667,0.074083333,0.04885,0.00505,0.0073,0.0127,0.0007,5.00E-05,0,0.031333333,0.001016667,0.00425,0.001333333,0.0502,33.53,partly-cloudy-day,0.51,10,Partly Cloudy,25.62,1015.93,10.01,0.26,262,0,17.27,0
2031,1451626431,0.379783333,0.0531,0.379783333,0,0.0691,0.0756,0.048716667,0.00505,0.0072,0.012583333,0.000683333,6.67E-05,1.67E-05,0.031116667,0.001,0.004233333,0.001383333,0.0531,33.53,partly-cloudy-day,0.51,10,Partly Cloudy,25.62,1015.93,10.01,0.26,262,0,17.27,0
2032,1451626432,0.427416667,0.04955,0.427416667,0,0.06915,0.108933333,0.04895,0.005033333,0.00725,0.012566667,0.000683333,3.33E-05,0,0.031,0.001,0.004216667,0.001333333,0.04955,33.53,partly-cloudy-day,0.51,10,Partly Cloudy,25.62,1015.93,10.01,0.26,262,0,17.27,0
2033,1451626433,0.550416667,0.04775,0.550416667,0,0.069516667,0.195333333,0.04865,0.005083333,0.007383333,0.0127,0.000666667,1.67E-05,3.33E-05,0.031166667,0.001016667,0.0042,0.001283333,0.04775,33.53,partly-cloudy-day,0.51,10,Partly Cloudy,25.62,1015.93,10.01,0.26,262,0,17.27,0
2034,1451626434,1.1292,0.045616667,1.1292,0.0001,0.070066667,0.615816667,0.0484,0.005283333,0.0077,0.013116667,0.0006,0.000166667,1.67E-05,0.031083333,0.00105,0.004066667,0.001333333,0.045616667,33.53,partly-cloudy-day,0.51,10,Partly Cloudy,25.62,1015.93,10.01,0.26,262,0,17.27,0
